hr,weekday,workingday,mnth,season,temp,atemp,hum,windspeed,weathersit,holiday,cnt
2,0,0,7,3,0.82,0.7727,0.52,0.1045,1,0,70
3,0,0,7,3,0.8,0.7727,0.59,0.1045,1,0,35
4,0,0,7,3,0.78,0.7576,0.66,0.1045,1,0,13
5,0,0,7,3,0.78,0.7424,0.62,0.0,1,0,6
6,0,0,7,3,0.78,0.7727,0.7,0.1343,1,0,21
7,0,0,7,3,0.8,0.803,0.66,0.0,1,0,52
8,0,0,7,3,0.84,0.803,0.53,0.1343,1,0,130
9,0,0,7,3,0.86,0.8182,0.5,0.1045,1,0,242
10,0,0,7,3,0.9,0.8636,0.45,0.0,1,0,319
11,0,0,7,3,0.92,0.8939,0.42,0.2985,1,0,389
12,0,0,7,3,0.92,0.8939,0.42,0.194,1,0,376
13,0,0,7,3,0.94,0.8788,0.38,0.2537,1,0,337
14,0,0,7,3,0.96,0.9091,0.36,0.1642,1,0,312
15,0,0,7,3,0.92,0.8939,0.42,0.2836,3,0,298
16,0,0,7,3,0.8,0.803,0.66,0.2239,2,0,291
17,0,0,7,3,0.78,0.7424,0.59,0.0,1,0,270
18,0,0,7,3,0.78,0.7424,0.62,0.1045,1,0,253
19,0,0,7,3,0.78,0.7424,0.62,0.1642,1,0,250
20,0,0,7,3,0.76,0.7273,0.7,0.0896,1,0,285
21,0,0,7,3,0.76,0.7273,0.7,0.1343,1,0,207
22,0,0,7,3,0.74,0.697,0.7,0.0896,3,0,122
23,0,0,7,3,0.68,0.6364,0.83,0.0896,3,0,123
0,1,1,7,3,0.68,0.6364,0.89,0.0896,2,0,39
1,1,1,7,3,0.7,0.6667,0.89,0.1045,3,0,18
2,1,1,7,3,0.7,0.6667,0.89,0.194,3,0,5
3,1,1,7,3,0.7,0.6667,0.89,0.194,3,0,5
4,1,1,7,3,0.66,0.5909,0.89,0.3881,3,0,2
5,1,1,7,3,0.66,0.6061,0.83,0.2239,2,0,28
6,1,1,7,3,0.64,0.5758,0.89,0.2537,3,0,92
7,1,1,7,3,0.66,0.6061,0.83,0.2239,3,0,230
8,1,1,7,3,0.66,0.6061,0.83,0.1642,2,0,455
9,1,1,7,3,0.66,0.6061,0.83,0.1642,2,0,363
10,1,1,7,3,0.66,0.6061,0.83,0.194,2,0,175
11,1,1,7,3,0.72,0.6818,0.62,0.1343,2,0,216
12,1,1,7,3,0.74,0.6818,0.58,0.1343,2,0,266
13,1,1,7,3,0.76,0.697,0.55,0.2537,2,0,255
14,1,1,7,3,0.74,0.6818,0.55,0.2537,2,0,242
15,1,1,7,3,0.76,0.6818,0.45,0.2239,2,0,280
16,1,1,7,3,0.78,0.697,0.4,0.2836,1,0,413
17,1,1,7,3,0.78,0.697,0.4,0.1642,1,0,849
18,1,1,7,3,0.76,0.6818,0.48,0.1343,1,0,872
19,1,1,7,3,0.74,0.6818,0.55,0.1642,1,0,631
20,1,1,7,3,0.74,0.6818,0.55,0.1045,2,0,447
21,1,1,7,3,0.74,0.6818,0.55,0.0896,2,0,331
22,1,1,7,3,0.72,0.6667,0.58,0.1045,2,0,224
23,1,1,7,3,0.7,0.6515,0.65,0.1045,2,0,131
0,2,1,7,3,0.7,0.6515,0.7,0.0896,1,0,69
1,2,1,7,3,0.7,0.6667,0.74,0.1343,1,0,15
2,2,1,7,3,0.7,0.6667,0.74,0.1343,1,0,16
3,2,1,7,3,0.68,0.6364,0.79,0.0,1,0,3
4,2,1,7,3,0.68,0.6364,0.79,0.1343,1,0,4
5,2,1,7,3,0.66,0.6061,0.83,0.1343,1,0,42
6,2,1,7,3,0.68,0.6364,0.79,0.1045,2,0,187
7,2,1,7,3,0.7,0.6667,0.74,0.1045,2,0,520
8,2,1,7,3,0.72,0.697,0.74,0.1343,1,0,649
9,2,1,7,3,0.74,0.697,0.66,0.1343,1,0,331
10,2,1,7,3,0.76,0.7121,0.62,0.194,1,0,190
11,2,1,7,3,0.8,0.7273,0.46,0.194,1,0,249
12,2,1,7,3,0.8,0.7121,0.41,0.1343,1,0,272
13,2,1,7,3,0.82,0.7273,0.38,0.194,1,0,280
14,2,1,7,3,0.82,0.7273,0.38,0.1642,1,0,242
15,2,1,7,3,0.8,0.7121,0.41,0.2239,1,0,265
16,2,1,7,3,0.8,0.7273,0.43,0.2239,1,0,435
17,2,1,7,3,0.78,0.7121,0.49,0.194,1,0,872
18,2,1,7,3,0.7,0.6667,0.74,0.2239,3,0,819
19,2,1,7,3,0.7,0.6667,0.74,0.2239,3,0,414
20,2,1,7,3,0.64,0.5758,0.83,0.2239,3,0,84
21,2,1,7,3,0.64,0.5758,0.89,0.1045,3,0,90
22,2,1,7,3,0.64,0.5758,0.83,0.1343,2,0,139
23,2,1,7,3,0.64,0.5758,0.89,0.1045,2,0,103
0,3,1,7,3,0.66,0.6061,0.83,0.1343,2,0,44
1,3,1,7,3,0.64,0.5758,0.89,0.0,1,0,14
2,3,1,7,3,0.64,0.5758,0.89,0.0,1,0,5
3,3,1,7,3,0.64,0.5758,0.89,0.1343,1,0,5
4,3,1,7,3,0.64,0.5758,0.89,0.1343,1,0,7
5,3,1,7,3,0.64,0.5758,0.89,0.0,1,0,41
6,3,1,7,3,0.64,0.5758,0.89,0.1343,1,0,185
7,3,1,7,3,0.66,0.6061,0.83,0.1045,2,0,497
8,3,1,7,3,0.68,0.6364,0.79,0.1642,2,0,674
9,3,1,7,3,0.7,0.6667,0.74,0.1343,2,0,328
10,3,1,7,3,0.72,0.6818,0.62,0.1343,2,0,195
11,3,1,7,3,0.76,0.7121,0.58,0.1343,2,0,229
12,3,1,7,3,0.78,0.697,0.43,0.0,2,0,292
13,3,1,7,3,0.8,0.7121,0.42,0.1642,2,0,273
14,3,1,7,3,0.8,0.7121,0.41,0.2239,1,0,241
15,3,1,7,3,0.8,0.7121,0.41,0.2537,1,0,276
16,3,1,7,3,0.8,0.7121,0.38,0.194,1,0,411
17,3,1,7,3,0.8,0.697,0.31,0.2239,1,0,830
18,3,1,7,3,0.78,0.6818,0.38,0.2537,1,0,814
19,3,1,7,3,0.74,0.6667,0.48,0.2239,1,0,633
20,3,1,7,3,0.74,0.6667,0.51,0.1642,1,0,483
21,3,1,7,3,0.72,0.6667,0.58,0.2239,1,0,391
22,3,1,7,3,0.72,0.6667,0.58,0.2537,1,0,244
23,3,1,7,3,0.7,0.6515,0.58,0.2537,2,0,152
0,4,1,7,3,0.68,0.6364,0.61,0.0,2,0,56
1,4,1,7,3,0.66,0.6212,0.61,0.0,2,0,21
2,4,1,7,3,0.66,0.6212,0.65,0.0896,2,0,9
3,4,1,7,3,0.64,0.6061,0.69,0.1045,1,0,10
4,4,1,7,3,0.64,0.6061,0.73,0.1045,1,0,5
5,4,1,7,3,0.62,0.5909,0.73,0.1045,1,0,44
6,4,1,7,3,0.64,0.6061,0.73,0.0896,1,0,178
7,4,1,7,3,0.64,0.6061,0.73,0.1343,1,0,512
8,4,1,7,3,0.68,0.6364,0.65,0.1343,1,0,702
9,4,1,7,3,0.72,0.6667,0.58,0.1045,1,0,327
10,4,1,7,3,0.74,0.6667,0.48,0.1642,1,0,214
11,4,1,7,3,0.76,0.6818,0.45,0.1045,1,0,215
12,4,1,7,3,0.78,0.6818,0.35,0.1343,1,0,292
13,4,1,7,3,0.8,0.697,0.33,0.2239,1,0,277
14,4,1,7,3,0.78,0.6818,0.33,0.2239,1,0,209
15,4,1,7,3,0.8,0.7121,0.36,0.194,1,0,271
16,4,1,7,3,0.8,0.7121,0.36,0.194,1,0,439
17,4,1,7,3,0.76,0.6818,0.43,0.2239,1,0,795
18,4,1,7,3,0.76,0.6818,0.45,0.1343,1,0,825
19,4,1,7,3,0.74,0.6667,0.48,0.2239,1,0,629
20,4,1,7,3,0.74,0.6667,0.48,0.2239,1,0,514
21,4,1,7,3,0.72,0.6667,0.48,0.2239,1,0,373
22,4,1,7,3,0.72,0.6667,0.51,0.1642,1,0,318
23,4,1,7,3,0.7,0.6515,0.51,0.2239,2,0,211
0,5,1,7,3,0.7,0.6515,0.54,0.1642,2,0,95
1,5,1,7,3,0.68,0.6364,0.54,0.1045,2,0,59
2,5,1,7,3,0.66,0.6212,0.61,0.0896,2,0,17
3,5,1,7,3,0.68,0.6364,0.61,0.0,2,0,9
4,5,1,7,3,0.66,0.6212,0.61,0.0,2,0,11
5,5,1,7,3,0.66,0.6364,0.56,0.0896,2,0,34
6,5,1,7,3,0.7,0.6515,0.54,0.0,2,0,127
7,5,1,7,3,0.7,0.6515,0.54,0.0,2,0,380
8,5,1,7,3,0.7,0.6515,0.54,0.0,2,0,713
9,5,1,7,3,0.72,0.6667,0.51,0.0,2,0,414
10,5,1,7,3,0.74,0.6667,0.48,0.0,2,0,268
11,5,1,7,3,0.76,0.6818,0.45,0.1343,2,0,288
12,5,1,7,3,0.76,0.6818,0.4,0.1045,2,0,379
13,5,1,7,3,0.8,0.7121,0.38,0.1343,2,0,374
14,5,1,7,3,0.8,0.7121,0.38,0.0,2,0,369
15,5,1,7,3,0.8,0.7121,0.36,0.1045,2,0,353
16,5,1,7,3,0.8,0.7121,0.36,0.2239,2,0,492
17,5,1,7,3,0.8,0.7121,0.36,0.1642,2,0,835
18,5,1,7,3,0.78,0.697,0.46,0.194,1,0,631
19,5,1,7,3,0.74,0.6667,0.51,0.1642,1,0,488
20,5,1,7,3,0.74,0.6667,0.48,0.1343,1,0,389
21,5,1,7,3,0.72,0.6667,0.54,0.0,1,0,299
22,5,1,7,3,0.74,0.6667,0.45,0.0,1,0,263
23,5,1,7,3,0.72,0.6515,0.45,0.1343,2,0,212
0,6,0,7,3,0.72,0.6667,0.48,0.0896,2,0,191
1,6,0,7,3,0.7,0.6515,0.51,0.1045,2,0,118
2,6,0,7,3,0.7,0.6515,0.54,0.1045,2,0,101
3,6,0,7,3,0.7,0.6515,0.54,0.1045,2,0,40
4,6,0,7,3,0.66,0.6212,0.61,0.1045,3,0,9
5,6,0,7,3,0.64,0.6061,0.73,0.1045,2,0,5
6,6,0,7,3,0.64,0.5909,0.78,0.0896,2,0,35
7,6,0,7,3,0.64,0.5909,0.78,0.2836,1,0,48
8,6,0,7,3,0.62,0.5909,0.78,0.2836,1,0,151
9,6,0,7,3,0.66,0.6212,0.74,0.194,1,0,282
10,6,0,7,3,0.72,0.6818,0.7,0.0896,2,0,401
11,6,0,7,3,0.72,0.6818,0.7,0.1045,2,0,439
12,6,0,7,3,0.74,0.697,0.66,0.0896,2,0,499
13,6,0,7,3,0.76,0.7121,0.62,0.0896,2,0,591
14,6,0,7,3,0.8,0.7576,0.55,0.1045,1,0,632
15,6,0,7,3,0.8,0.7576,0.55,0.1642,1,0,560
16,6,0,7,3,0.72,0.697,0.79,0.3582,2,0,566
17,6,0,7,3,0.7,0.6667,0.79,0.1642,3,0,458
18,6,0,7,3,0.72,0.697,0.79,0.1343,1,0,351
19,6,0,7,3,0.72,0.7121,0.84,0.0896,1,0,431
20,6,0,7,3,0.72,0.7121,0.84,0.0896,1,0,356
21,6,0,7,3,0.7,0.6667,0.84,0.2239,1,0,269
22,6,0,7,3,0.7,0.6667,0.79,0.194,1,0,225
23,6,0,7,3,0.68,0.6364,0.83,0.0896,2,0,211
0,0,0,7,3,0.68,0.6364,0.89,0.1642,1,0,187
1,0,0,7,3,0.68,0.6364,0.89,0.1343,2,0,168
2,0,0,7,3,0.68,0.6364,0.89,0.1642,2,0,115
3,0,0,7,3,0.68,0.6364,0.89,0.1642,2,0,57
4,0,0,7,3,0.68,0.6364,0.89,0.1045,2,0,19
5,0,0,7,3,0.68,0.6364,0.89,0.1343,1,0,9
6,0,0,7,3,0.68,0.6364,0.83,0.1343,1,0,15
7,0,0,7,3,0.7,0.6667,0.79,0.0896,1,0,47
8,0,0,7,3,0.7,0.6667,0.84,0.1343,2,0,133
9,0,0,7,3,0.72,0.697,0.79,0.0,2,0,221
10,0,0,7,3,0.76,0.7273,0.66,0.1343,1,0,382
11,0,0,7,3,0.82,0.7727,0.52,0.1642,1,0,451
12,0,0,7,3,0.84,0.7727,0.47,0.1045,1,0,489
13,0,0,7,3,0.86,0.7879,0.41,0.1045,1,0,480
14,0,0,7,3,0.9,0.8182,0.37,0.2537,1,0,476
15,0,0,7,3,0.86,0.803,0.47,0.1343,1,0,489
16,0,0,7,3,0.86,0.7879,0.41,0.2239,1,0,495
17,0,0,7,3,0.8,0.7727,0.59,0.4925,1,0,436
18,0,0,7,3,0.72,0.697,0.79,0.3582,3,0,312
19,0,0,7,3,0.72,0.7121,0.84,0.2239,1,0,312
20,0,0,7,3,0.72,0.697,0.79,0.2537,1,0,294
21,0,0,7,3,0.72,0.697,0.79,0.0896,1,0,223
22,0,0,7,3,0.72,0.697,0.74,0.1045,1,0,130
23,0,0,7,3,0.72,0.697,0.79,0.1343,1,0,91
0,1,1,7,3,0.72,0.697,0.79,0.1045,3,0,43
1,1,1,7,3,0.7,0.6667,0.74,0.194,2,0,11
2,1,1,7,3,0.7,0.6667,0.74,0.1045,1,0,15
3,1,1,7,3,0.68,0.6364,0.79,0.0896,1,0,6
4,1,1,7,3,0.68,0.6364,0.79,0.1045,1,0,12
5,1,1,7,3,0.66,0.6061,0.78,0.1045,1,0,50
6,1,1,7,3,0.68,0.6364,0.79,0.1343,1,0,140
7,1,1,7,3,0.72,0.6818,0.7,0.0896,1,0,483
8,1,1,7,3,0.74,0.697,0.66,0.1045,1,0,667
9,1,1,7,3,0.76,0.7121,0.62,0.1642,1,0,348
10,1,1,7,3,0.8,0.7727,0.59,0.0,1,0,186
11,1,1,7,3,0.84,0.803,0.53,0.2239,1,0,182
12,1,1,7,3,0.84,0.7879,0.49,0.1343,1,0,237
13,1,1,7,3,0.84,0.7879,0.49,0.2836,1,0,239
14,1,1,7,3,0.88,0.8182,0.42,0.1045,1,0,212
15,1,1,7,3,0.86,0.803,0.47,0.2537,1,0,237
16,1,1,7,3,0.76,0.7273,0.66,0.5821,3,0,386
17,1,1,7,3,0.76,0.7273,0.66,0.5821,3,0,755
18,1,1,7,3,0.84,0.803,0.53,0.0,1,0,794
19,1,1,7,3,0.8,0.7879,0.63,0.1343,1,0,595
20,1,1,7,3,0.8,0.7727,0.59,0.1343,1,0,454
21,1,1,7,3,0.76,0.7273,0.66,0.1343,1,0,328
22,1,1,7,3,0.76,0.7121,0.62,0.0896,1,0,284
23,1,1,7,3,0.74,0.7121,0.74,0.0896,1,0,166
0,2,1,7,3,0.72,0.7121,0.84,0.1045,1,0,53
1,2,1,7,3,0.74,0.697,0.7,0.0,1,0,25
2,2,1,7,3,0.72,0.6818,0.7,0.0896,1,0,7
3,2,1,7,3,0.72,0.6818,0.66,0.0,1,0,3
4,2,1,7,3,0.72,0.6818,0.62,0.0,1,0,7
5,2,1,7,3,0.68,0.6364,0.74,0.0896,1,0,38
6,2,1,7,3,0.72,0.6818,0.66,0.1045,1,0,213
7,2,1,7,3,0.74,0.697,0.7,0.0,2,0,526
8,2,1,7,3,0.8,0.7576,0.55,0.0,2,0,661
9,2,1,7,3,0.82,0.7727,0.49,0.2239,2,0,320
10,2,1,7,3,0.84,0.7879,0.49,0.194,2,0,159
11,2,1,7,3,0.86,0.803,0.47,0.0,2,0,206
12,2,1,7,3,0.9,0.8182,0.35,0.0,2,0,254
13,2,1,7,3,0.92,0.8182,0.31,0.194,1,0,221
14,2,1,7,3,0.94,0.8333,0.29,0.2537,1,0,214
15,2,1,7,3,0.92,0.8182,0.31,0.1642,1,0,244
16,2,1,7,3,0.92,0.8182,0.29,0.1642,1,0,381
17,2,1,7,3,0.92,0.8182,0.29,0.0,1,0,770
18,2,1,7,3,0.9,0.803,0.33,0.194,1,0,772
19,2,1,7,3,0.88,0.7879,0.35,0.2537,1,0,547
20,2,1,7,3,0.86,0.7576,0.34,0.1642,1,0,427
21,2,1,7,3,0.82,0.7727,0.52,0.1343,1,0,333
22,2,1,7,3,0.8,0.7576,0.55,0.2239,1,0,244
23,2,1,7,3,0.78,0.7424,0.59,0.194,1,0,161
0,3,1,7,3,0.76,0.7273,0.66,0.1642,1,0,53
1,3,1,7,3,0.76,0.7273,0.66,0.1045,1,0,16
2,3,1,7,3,0.74,0.697,0.66,0.1343,1,0,8
3,3,1,7,3,0.74,0.697,0.66,0.1343,1,0,4
4,3,1,7,3,0.72,0.6818,0.7,0.1343,1,0,6
5,3,1,7,3,0.72,0.6818,0.7,0.1642,1,0,46
6,3,1,7,3,0.72,0.6818,0.7,0.1642,1,0,162
7,3,1,7,3,0.74,0.697,0.66,0.1642,1,0,495
8,3,1,7,3,0.78,0.7424,0.62,0.1045,1,0,679
9,3,1,7,3,0.82,0.7879,0.56,0.0,1,0,297
10,3,1,7,3,0.9,0.8485,0.42,0.194,1,0,138
11,3,1,7,3,0.9,0.8485,0.42,0.0,1,0,183
12,3,1,7,3,0.92,0.8636,0.37,0.1343,1,0,202
13,3,1,7,3,0.94,0.8485,0.33,0.0,1,0,203
14,3,1,7,3,0.94,0.8788,0.38,0.3284,1,0,170
15,3,1,7,3,0.92,0.8485,0.35,0.3582,3,0,194
16,3,1,7,3,0.74,0.697,0.66,0.2537,1,0,224
17,3,1,7,3,0.74,0.697,0.7,0.2537,1,0,370
18,3,1,7,3,0.76,0.7121,0.62,0.1343,2,0,643
19,3,1,7,3,0.76,0.7121,0.62,0.1045,2,0,516
20,3,1,7,3,0.74,0.6818,0.62,0.0896,1,0,366
21,3,1,7,3,0.76,0.7121,0.62,0.0,1,0,319
22,3,1,7,3,0.76,0.7121,0.58,0.0896,1,0,288
23,3,1,7,3,0.76,0.7121,0.58,0.0896,1,0,131
0,4,1,7,3,0.74,0.697,0.66,0.0896,1,0,66
1,4,1,7,3,0.74,0.697,0.66,0.0896,1,0,25
2,4,1,7,3,0.72,0.6818,0.7,0.194,1,0,7
3,4,1,7,3,0.72,0.6818,0.7,0.1045,1,0,5
4,4,1,7,3,0.72,0.6818,0.7,0.1045,1,0,8
5,4,1,7,3,0.72,0.6818,0.7,0.1045,2,0,40
6,4,1,7,3,0.72,0.6818,0.66,0.1343,1,0,152
7,4,1,7,3,0.74,0.6818,0.58,0.2836,1,0,473
8,4,1,7,3,0.76,0.7121,0.58,0.2537,1,0,657
9,4,1,7,3,0.76,0.7121,0.58,0.2836,2,0,318
10,4,1,7,3,0.76,0.7121,0.58,0.194,1,0,198
11,4,1,7,3,0.8,0.7576,0.55,0.1045,1,0,216
12,4,1,7,3,0.84,0.7879,0.49,0.2836,1,0,274
13,4,1,7,3,0.84,0.7727,0.47,0.1343,1,0,254
14,4,1,7,3,0.86,0.7879,0.44,0.0896,1,0,197
15,4,1,7,3,0.84,0.7727,0.47,0.0896,1,0,292
16,4,1,7,3,0.84,0.7727,0.47,0.0896,1,0,358
17,4,1,7,3,0.86,0.7879,0.41,0.0,1,0,771
18,4,1,7,3,0.86,0.7879,0.41,0.194,1,0,777
19,4,1,7,3,0.84,0.7576,0.44,0.2537,1,0,533
20,4,1,7,3,0.82,0.7727,0.49,0.1642,1,0,505
21,4,1,7,3,0.66,0.5909,0.89,0.2537,3,0,332
22,4,1,7,3,0.66,0.5909,0.89,0.2537,3,0,68
23,4,1,7,3,0.66,0.5909,0.89,0.2239,3,0,65
0,5,1,7,3,0.66,0.5909,0.89,0.0896,3,0,34
1,5,1,7,3,0.66,0.5909,0.89,0.1343,1,0,11
2,5,1,7,3,0.66,0.5909,0.89,0.0896,2,0,19
3,5,1,7,3,0.66,0.5909,0.89,0.1045,2,0,36
4,5,1,7,3,0.66,0.5909,0.89,0.1642,2,0,9
5,5,1,7,3,0.66,0.5909,0.89,0.1343,2,0,42
6,5,1,7,3,0.66,0.5909,0.89,0.1642,2,0,126
7,5,1,7,3,0.66,0.5909,0.89,0.194,2,0,360
8,5,1,7,3,0.68,0.6364,0.83,0.1642,2,0,691
9,5,1,7,3,0.7,0.6667,0.79,0.1343,2,0,373
10,5,1,7,3,0.7,0.6667,0.79,0.1642,2,0,233
11,5,1,7,3,0.72,0.697,0.74,0.194,3,0,212
12,5,1,7,3,0.68,0.6364,0.83,0.1642,3,0,274
13,5,1,7,3,0.68,0.6364,0.83,0.1045,3,0,156
14,5,1,7,3,0.7,0.6667,0.84,0.1642,3,0,229
15,5,1,7,3,0.7,0.6667,0.84,0.2985,2,0,216
16,5,1,7,3,0.68,0.6364,0.83,0.3284,2,0,436
17,5,1,7,3,0.66,0.5909,0.89,0.4179,2,0,715
18,5,1,7,3,0.66,0.6061,0.78,0.3284,2,0,622
19,5,1,7,3,0.64,0.5758,0.83,0.2836,2,0,402
20,5,1,7,3,0.64,0.5758,0.83,0.3881,3,0,251
21,5,1,7,3,0.62,0.5758,0.83,0.3284,3,0,122
22,5,1,7,3,0.62,0.5758,0.83,0.194,2,0,135
23,5,1,7,3,0.62,0.5758,0.83,0.2836,2,0,166
0,6,0,7,3,0.62,0.5758,0.83,0.2836,3,0,103
1,6,0,7,3,0.62,0.5758,0.83,0.2537,2,0,72
2,6,0,7,3,0.6,0.5455,0.88,0.2836,3,0,60
3,6,0,7,3,0.6,0.5455,0.88,0.2537,3,0,25
4,6,0,7,3,0.58,0.5455,0.88,0.2836,3,0,16
5,6,0,7,3,0.58,0.5455,0.88,0.2537,3,0,17
6,6,0,7,3,0.58,0.5455,0.88,0.2537,3,0,15
7,6,0,7,3,0.58,0.5455,0.88,0.2537,2,0,37
8,6,0,7,3,0.58,0.5455,0.83,0.2537,2,0,112
9,6,0,7,3,0.58,0.5455,0.83,0.194,2,0,207
10,6,0,7,3,0.58,0.5455,0.88,0.2537,3,0,268
11,6,0,7,3,0.6,0.5606,0.83,0.2537,2,0,305
12,6,0,7,3,0.6,0.5606,0.83,0.2239,3,0,457
13,6,0,7,3,0.6,0.5606,0.83,0.1642,3,0,354
14,6,0,7,3,0.6,0.5455,0.88,0.2537,2,0,343
15,6,0,7,3,0.6,0.5455,0.88,0.2537,3,0,380
16,6,0,7,3,0.6,0.5455,0.88,0.194,3,0,326
17,6,0,7,3,0.6,0.5455,0.88,0.1642,3,0,241
18,6,0,7,3,0.6,0.5455,0.88,0.194,2,0,177
19,6,0,7,3,0.6,0.5455,0.88,0.1642,2,0,238
20,6,0,7,3,0.6,0.5455,0.88,0.1642,3,0,214
21,6,0,7,3,0.6,0.5455,0.88,0.1642,2,0,163
22,6,0,7,3,0.6,0.5455,0.88,0.1045,2,0,180
23,6,0,7,3,0.6,0.5455,0.88,0.0,2,0,149
0,0,0,7,3,0.6,0.5455,0.88,0.1045,2,0,113
1,0,0,7,3,0.6,0.5455,0.88,0.1642,2,0,130
2,0,0,7,3,0.6,0.5455,0.88,0.1045,2,0,122
3,0,0,7,3,0.6,0.5455,0.88,0.1045,2,0,43
4,0,0,7,3,0.6,0.5455,0.88,0.0,1,0,16
5,0,0,7,3,0.6,0.5455,0.88,0.0,1,0,6
6,0,0,7,3,0.62,0.5758,0.83,0.0896,2,0,19
7,0,0,7,3,0.62,0.5758,0.83,0.0,2,0,38
8,0,0,7,3,0.64,0.5909,0.78,0.0,2,0,153
9,0,0,7,3,0.66,0.6212,0.69,0.0,2,0,258
10,0,0,7,3,0.66,0.6212,0.74,0.0,2,0,379
11,0,0,7,3,0.66,0.6212,0.74,0.0,2,0,505
12,0,0,7,3,0.7,0.6515,0.7,0.1045,2,0,504
13,0,0,7,3,0.7,0.6515,0.65,0.0896,2,0,626
14,0,0,7,3,0.72,0.6818,0.66,0.1045,1,0,616
15,0,0,7,3,0.72,0.6818,0.66,0.1045,1,0,624
16,0,0,7,3,0.74,0.697,0.66,0.1045,1,0,628
17,0,0,7,3,0.74,0.697,0.66,0.2239,1,0,556
18,0,0,7,3,0.74,0.697,0.66,0.1642,1,0,515
19,0,0,7,3,0.72,0.6818,0.7,0.1642,1,0,522
20,0,0,7,3,0.7,0.6667,0.74,0.1642,1,0,378
21,0,0,7,3,0.7,0.6667,0.79,0.1045,1,0,345
22,0,0,7,3,0.7,0.6667,0.74,0.194,1,0,191
23,0,0,7,3,0.68,0.6364,0.79,0.1642,1,0,123
0,1,1,7,3,0.66,0.5909,0.89,0.0896,1,0,47
1,1,1,7,3,0.66,0.5909,0.89,0.194,1,0,27
2,1,1,7,3,0.66,0.5909,0.94,0.0896,2,0,17
3,1,1,7,3,0.66,0.5909,0.94,0.0896,2,0,2
4,1,1,7,3,0.66,0.5909,0.94,0.1343,2,0,8
5,1,1,7,3,0.66,0.5909,0.94,0.1343,2,0,51
6,1,1,7,3,0.68,0.6364,0.89,0.0896,2,0,157
7,1,1,7,3,0.7,0.6667,0.84,0.1343,1,0,421
8,1,1,7,3,0.72,0.697,0.79,0.1045,1,0,738
9,1,1,7,3,0.74,0.7121,0.74,0.1343,2,0,345
10,1,1,7,3,0.78,0.7424,0.62,0.0,2,0,200
11,1,1,7,3,0.8,0.7424,0.52,0.1642,2,0,198
12,1,1,7,3,0.8,0.7424,0.52,0.1642,2,0,314
13,1,1,7,3,0.8,0.7424,0.52,0.1045,2,0,240
14,1,1,7,3,0.78,0.7424,0.59,0.1642,2,0,271
15,1,1,7,3,0.8,0.7576,0.55,0.194,1,0,281
16,1,1,7,3,0.82,0.7727,0.52,0.1343,1,0,457
17,1,1,7,3,0.82,0.7727,0.52,0.1343,1,0,847
18,1,1,7,3,0.82,0.7576,0.46,0.1045,1,0,741
19,1,1,7,3,0.8,0.7424,0.52,0.2537,1,0,582
20,1,1,7,3,0.76,0.7121,0.62,0.1642,1,0,403
21,1,1,7,3,0.76,0.7121,0.62,0.194,1,0,296
22,1,1,7,3,0.74,0.6818,0.62,0.194,1,0,209
23,1,1,7,3,0.72,0.6818,0.66,0.1642,1,0,114
0,2,1,7,3,0.7,0.6667,0.74,0.1343,1,0,64
1,2,1,7,3,0.68,0.6364,0.79,0.1642,1,0,17
2,2,1,7,3,0.66,0.6061,0.83,0.1642,1,0,16
3,2,1,7,3,0.66,0.6061,0.83,0.1642,1,0,6
4,2,1,7,3,0.66,0.6061,0.83,0.0896,1,0,6
5,2,1,7,3,0.66,0.6061,0.83,0.1045,1,0,50
6,2,1,7,3,0.66,0.6061,0.83,0.1343,1,0,190
7,2,1,7,3,0.7,0.6667,0.74,0.1642,1,0,516
8,2,1,7,3,0.74,0.697,0.7,0.194,1,0,743
9,2,1,7,3,0.84,0.803,0.53,0.0,1,0,339
10,2,1,7,3,0.82,0.7879,0.56,0.2985,1,0,218
11,2,1,7,3,0.84,0.803,0.53,0.3284,2,0,201
12,2,1,7,3,0.82,0.7879,0.56,0.2239,2,0,229
13,2,1,7,3,0.84,0.803,0.53,0.2985,2,0,273
14,2,1,7,3,0.84,0.803,0.53,0.2239,2,0,244
15,2,1,7,3,0.82,0.7727,0.49,0.2985,1,0,285
16,2,1,7,3,0.8,0.7576,0.55,0.2985,1,0,455
17,2,1,7,3,0.8,0.7424,0.52,0.3284,1,0,869
18,2,1,7,3,0.76,0.7121,0.62,0.3284,1,0,877
19,2,1,7,3,0.76,0.7121,0.62,0.1642,1,0,632
20,2,1,7,3,0.74,0.697,0.66,0.1642,1,0,523
21,2,1,7,3,0.74,0.697,0.66,0.2239,1,0,378
22,2,1,7,3,0.74,0.697,0.66,0.2537,1,0,269
23,2,1,7,3,0.74,0.6818,0.58,0.3284,1,0,192
0,3,1,7,3,0.72,0.6667,0.58,0.2985,1,0,66
1,3,1,7,3,0.7,0.6515,0.58,0.194,1,0,28
2,3,1,7,3,0.68,0.6364,0.61,0.2239,1,0,12
3,3,1,7,3,0.66,0.6212,0.65,0.2239,1,0,12
4,3,1,7,3,0.64,0.6061,0.65,0.2239,1,0,4
5,3,1,7,3,0.64,0.6061,0.65,0.1642,1,0,59
6,3,1,7,3,0.64,0.6061,0.65,0.194,1,0,190
7,3,1,7,3,0.66,0.6212,0.5,0.3284,1,0,507
